id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-4-limit,is-checks-4-value,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-6-date,is-checks-6-limit,is-checks-6-value,is-checks-7-name,is-checks-7-result,is-checks-7-limit,is-checks-7-value,is-checks-8-name,is-checks-8-result,is-checks-8-ratio,is-checks-8-limit,is-checks-8-value,is-checks-9-name,is-checks-9-result,is-checks-9-ratio,is-checks-9-limit,is-checks-9-value,is-checks-10-name,is-checks-10-result,is-checks-11-name,is-checks-11-result,is-checks-12-name,is-checks-12-result,is-checks-13-name,is-checks-13-result,is-checks-14-name,is-checks-14-result,is-checks-14-value,is-checks-14-limit,is-checks-15-name,is-checks-15-result,is-checks-15-competitions-0-id,is-checks-15-competitions-0-name,is-checks-16-result,is-checks-16-name,is-checks-16-effective,is-checks-16-multiplier,is-checks-16-pyramids-0-name,is-checks-16-pyramids-0-multiplier,is-checks-17-result,is-checks-17-name,is-checks-17-themes-0-id,is-checks-17-themes-0-multiplier,is-checks-17-themes-0-name,is-checks-17-themes-1-id,is-checks-17-themes-1-multiplier,is-checks-17-themes-1-name,is-checks-17-themes-2-id,is-checks-17-themes-2-multiplier,is-checks-17-themes-2-name,is-checks-17-themes-3-id,is-checks-17-themes-3-multiplier,is-checks-17-themes-3-name,is-checks-17-themes-4-id,is-checks-17-themes-4-multiplier,is-checks-17-themes-4-name,is-checks-17-themes-5-id,is-checks-17-themes-5-multiplier,is-checks-17-themes-5-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints,is-checks-16-competitions-0-id,is-checks-16-competitions-0-name,is-checks-17-effective,is-checks-17-multiplier,is-checks-17-pyramids-0-name,is-checks-17-pyramids-0-multiplier,is-checks-18-result,is-checks-18-name,is-checks-18-themes-0-id,is-checks-18-themes-0-multiplier,is-checks-18-themes-0-name,is-checks-18-themes-1-id,is-checks-18-themes-1-multiplier,is-checks-18-themes-1-name,is-checks-18-themes-2-id,is-checks-18-themes-2-multiplier,is-checks-18-themes-2-name,is-checks-18-themes-3-id,is-checks-18-themes-3-multiplier,is-checks-18-themes-3-name,is-checks-18-themes-4-id,is-checks-18-themes-4-multiplier,is-checks-18-themes-4-name,is-checks-18-themes-5-id,is-checks-18-themes-5-multiplier,is-checks-18-themes-5-name
QPrJgkWr,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(divide(capex, operating_income))",,2,2026-02-02T06:08:36-05:00,,2026-02-02T06:08:37-05:00,,False,False,,,ace_tag,llm_test,confidence_0.65,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-4763811,20000000,1611,1564,0.0288,-0.046,0.4898,-0.003199,-1.14,-0.69,2014-01-01,-4692004.0,20000000.0,1616.0,1562.0,0.0285,-0.0453,0.4842,-0.003183,-0.67,-1.12,-826743.0,20000000.0,1611.0,1564.0,0.0288,-0.008,0.1088,-0.000555,-0.12,-0.48,LOW_SHARPE,FAIL,1.58,-1.14,LOW_FITNESS,FAIL,1.0,-0.69,LOW_ASI_JPN_SHARPE,FAIL,1,-0.34,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,-0.8,-1.12,LOW_TURNOVER,PASS,0.01,0.0288,HIGH_TURNOVER,PASS,0.7,0.0288,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.34,-0.61,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,-1.03,-0.75,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,-0.0414,-0.0307,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-2.1,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le6qa9ve,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,zscore(bookvalue_ps),"Simple value signal using tangible book per share. Followed SUGGESTION1 by selecting a high-coverage, widely-used field (bookvalue_ps: coverage=1.0,userCount high). Did not apply vec_avg (no vector fields). ts_backfill not needed (coverage high). Confidence: 0.78. SUGGESTION4 applied (chose high user/alphaCount field).",1,2026-02-02T05:21:27-05:00,,2026-02-02T05:21:34-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-2931503,20000000,636,2701,0.0116,-0.0283,0.4464,-0.004864,-0.28,-0.13,2014-01-01,-2724694.0,20000000.0,665.0,2674.0,0.0106,-0.0263,0.4435,-0.004958,-0.12,-0.26,-4790839.0,20000000.0,636.0,2701.0,0.0116,-0.0463,0.4942,-0.007949,-0.54,-0.88,LOW_SHARPE,FAIL,1.58,-0.28,LOW_FITNESS,FAIL,1.0,-0.13,LOW_ASI_JPN_SHARPE,FAIL,1,-0.1,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,-0.2,-0.26,LOW_TURNOVER,PASS,0.01,0.0116,HIGH_TURNOVER,PASS,0.7,0.0116,CONCENTRATED_WEIGHT,FAIL,2015-05-27,0.1,0.450302,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.08,-0.23,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,-0.25,-0.51,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,-0.0255,-0.0526,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.28,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rK63VLaa,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(divide(cash_st, liabilities_curr))",,2,2026-02-02T06:10:49-05:00,,2026-02-02T06:10:50-05:00,,False,False,,,ace_tag,llm_test,confidence_0.7,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1674635,20000000,1613,1545,0.0133,-0.0162,0.2011,-0.00244,-0.46,-0.17,2014-01-01,-1653471.0,20000000.0,1615.0,1546.0,0.0134,-0.016,0.2016,-0.002386,-0.16,-0.45,-251000.0,20000000.0,1613.0,1545.0,0.0133,-0.0024,0.0694,-0.000366,-0.02,-0.14,LOW_SHARPE,FAIL,1.58,-0.46,LOW_FITNESS,FAIL,1.0,-0.17,LOW_ASI_JPN_SHARPE,FAIL,1,-0.48,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,-0.32,-0.45,LOW_TURNOVER,PASS,0.01,0.0133,HIGH_TURNOVER,PASS,0.7,0.0133,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.14,-0.36,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,-0.41,-0.46,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,-0.0146,-0.017,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.95,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1YV9P6lM,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_delta(fnd23_prgs, 4), 60)",,2,2026-02-02T06:09:59-05:00,,2026-02-02T06:09:59-05:00,,False,False,,,ace_tag,llm_test,confidence_0.69,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,970034,20000000,241,469,0.4936,0.0094,0.2428,3.8e-05,0.1,0.01,2014-01-01,-66296.0,20000000.0,302.0,495.0,0.1714,-0.0006,0.3153,-7e-06,-0.0,-0.01,-663455.0,20000000.0,241.0,469.0,0.4936,-0.0064,0.2469,-2.6e-05,-0.01,-0.08,LOW_SHARPE,FAIL,1.58,0.1,LOW_FITNESS,FAIL,1.0,0.01,LOW_ASI_JPN_SHARPE,FAIL,1,0.09,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.07,-0.01,LOW_TURNOVER,PASS,0.01,0.4936,HIGH_TURNOVER,PASS,0.7,0.4936,CONCENTRATED_WEIGHT,FAIL,2015-01-09,0.1,0.123956,LOW_SUB_UNIVERSE_SHARPE,PASS,0.03,0.19,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,0.09,0.43,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.0085,0.0387,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.33,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mL2312a6,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_delta(inventory_turnover, 4), 60)",,2,2026-02-02T06:10:13-05:00,,2026-02-02T06:10:13-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,3318588,20000000,1179,1147,0.4661,0.0321,0.0755,0.000138,0.71,0.19,2014-01-01,162423.0,20000000.0,1203.0,1169.0,0.2449,0.0016,0.1121,1.3e-05,0.0,0.04,2087689.0,20000000.0,1179.0,1147.0,0.4661,0.0202,0.0523,8.7e-05,0.13,0.64,LOW_SHARPE,FAIL,1.58,0.71,LOW_FITNESS,FAIL,1.0,0.19,LOW_ASI_JPN_SHARPE,FAIL,1,0.25,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.5,0.04,LOW_TURNOVER,PASS,0.01,0.4661,HIGH_TURNOVER,PASS,0.7,0.4661,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.21,0.32,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,0.64,0.77,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.0289,0.0346,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.79,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwJXZQVj,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_delta(fnd23_rcaa, 4), 60)",,2,2026-02-02T06:09:53-05:00,,2026-02-02T06:09:54-05:00,,False,False,,,ace_tag,llm_test,confidence_0.63,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,6146268,20000000,348,475,0.5105,0.0594,0.159,0.000233,0.61,0.21,2014-01-01,-76773.0,20000000.0,398.0,504.0,0.1888,-0.0007,0.3142,-8e-06,-0.0,-0.01,5419418.0,20000000.0,348.0,475.0,0.5105,0.0524,0.1957,0.000205,0.2,0.61,LOW_SHARPE,FAIL,1.58,0.61,LOW_FITNESS,FAIL,1.0,0.21,LOW_ASI_JPN_SHARPE,FAIL,1,0.46,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.43,-0.01,LOW_TURNOVER,PASS,0.01,0.5105,HIGH_TURNOVER,PASS,0.7,0.5105,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.18,0.27,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,FAIL,0.9,0.55,0.48,LOW_ROBUST_UNIVERSE_RETURNS,FAIL,0.9,0.0535,0.0462,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.15,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9qPvmgOd,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_delta(fnd23_ecns, 4), 60)",,2,2026-02-02T06:10:01-05:00,,2026-02-02T06:10:01-05:00,,False,False,,,ace_tag,llm_test,confidence_0.71,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,10918326,20000000,302,456,0.4781,0.1055,0.1448,0.000441,1.2,0.56,2014-01-01,664157.0,20000000.0,357.0,488.0,0.1731,0.0064,0.3529,7.4e-05,0.02,0.08,10745027.0,20000000.0,302.0,456.0,0.4781,0.1038,0.1344,0.000434,0.61,1.3,LOW_SHARPE,FAIL,1.58,1.2,LOW_FITNESS,FAIL,1.0,0.56,LOW_ASI_JPN_SHARPE,FAIL,1,0.33,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.84,0.08,LOW_TURNOVER,PASS,0.01,0.4781,HIGH_TURNOVER,PASS,0.7,0.4781,CONCENTRATED_WEIGHT,FAIL,2015-01-13,0.1,0.112107,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.35,0.05,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,1.08,1.22,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.0949,0.1053,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.57,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ak2Yw2j2,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(divide(sga_expense, revenue))",,2,2026-02-02T06:10:03-05:00,,2026-02-02T06:10:03-05:00,,False,False,,,ace_tag,llm_test,confidence_0.64,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-2981071,20000000,1615,1549,0.0196,-0.0288,0.3277,-0.002944,-0.41,-0.2,2014-01-01,-2857200.0,20000000.0,1616.0,1551.0,0.0188,-0.0276,0.3227,-0.002942,-0.18,-0.39,-1326564.0,20000000.0,1615.0,1549.0,0.0196,-0.0128,0.1531,-0.00131,-0.22,-0.69,LOW_SHARPE,FAIL,1.58,-0.41,LOW_FITNESS,FAIL,1.0,-0.2,LOW_ASI_JPN_SHARPE,FAIL,1,-0.01,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,-0.29,-0.39,LOW_TURNOVER,PASS,0.01,0.0196,HIGH_TURNOVER,PASS,0.7,0.0196,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.12,-0.19,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,-0.37,-0.22,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,-0.0259,-0.0159,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.52,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1JWmqgE,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_delta(fnd23_sebv, 4), 60)",,2,2026-02-02T06:09:53-05:00,,2026-02-02T06:09:54-05:00,,False,False,,,ace_tag,llm_test,confidence_0.7,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,4823880,20000000,392,538,0.5127,0.0466,0.1325,0.000182,0.62,0.19,2014-01-01,1964639.0,20000000.0,443.0,563.0,0.2002,0.019,0.1449,0.00019,0.08,0.25,6121076.0,20000000.0,392.0,538.0,0.5127,0.0592,0.1556,0.000231,0.29,0.86,LOW_SHARPE,FAIL,1.58,0.62,LOW_FITNESS,FAIL,1.0,0.19,LOW_ASI_JPN_SHARPE,FAIL,1,0.61,LOW_INVESTABILITY_CONSTRAINED_SHARPE,FAIL,0.43,0.25,LOW_TURNOVER,PASS,0.01,0.5127,HIGH_TURNOVER,PASS,0.7,0.5127,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.18,0.47,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,0.56,0.75,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.0419,0.0572,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.23,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
npkJQWJa,REGULAR,PS40111,EQUITY,ASI,MINVOL1M,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_zscore(ts_delta(current_ratio, 4), 60)",,2,2026-02-02T06:12:12-05:00,,2026-02-02T06:12:13-05:00,,False,False,,,ace_tag,llm_test,confidence_0.62,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,163789,20000000,1219,1301,0.452,0.0016,0.1963,7e-06,0.04,0.0,2014-01-01,339928.0,20000000.0,1250.0,1319.0,0.2418,0.0033,0.1423,2.7e-05,0.01,0.1,562738.0,20000000.0,1219.0,1301.0,0.452,0.0054,0.1126,2.4e-05,0.02,0.18,LOW_SHARPE,FAIL,1.58,0.04,LOW_FITNESS,FAIL,1.0,0.0,LOW_ASI_JPN_SHARPE,FAIL,1,-0.03,LOW_INVESTABILITY_CONSTRAINED_SHARPE,PASS,0.03,0.1,LOW_TURNOVER,PASS,0.01,0.452,HIGH_TURNOVER,PASS,0.7,0.452,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.01,0.2,LOW_ROBUST_UNIVERSE_SHARPE.WITH_RATIO,PASS,0.9,0.04,0.08,LOW_ROBUST_UNIVERSE_RETURNS,PASS,0.9,0.0014,0.003,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.27,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,ASI/D1/FUNDAMENTAL,1.1,WARNING,MATCHES_THEMES,EDrKL34,2.0,JPN Dataset Utilization Theme,M4ZYx3D,2.0,AMR Dataset Utilization Theme,9B3qxZ4,2.0,KOR Dataset Utilization Theme,PBVkEJD,2.0,TWN Dataset Utilization Theme,by88rqy,2.0,HKG Dataset Utilization Theme,V45896D,1.0,GLB/D1 TOPDIV3000 Power Pool Feb`26 Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
