id,type,author,settings-instrumentType,settings-region,settings-universe,settings-delay,settings-decay,settings-neutralization,settings-truncation,settings-pasteurization,settings-unitHandling,settings-nanHandling,settings-maxTrade,settings-language,settings-visualization,settings-startDate,settings-endDate,regular-code,regular-description,regular-operatorCount,dateCreated,dateSubmitted,dateModified,name,favorite,hidden,color,category,tags-0,tags-1,tags-2,classifications-0-id,classifications-0-name,grade,stage,status,is-pnl,is-bookSize,is-longCount,is-shortCount,is-turnover,is-returns,is-drawdown,is-margin,is-sharpe,is-fitness,is-startDate,is-investabilityConstrained-pnl,is-investabilityConstrained-bookSize,is-investabilityConstrained-longCount,is-investabilityConstrained-shortCount,is-investabilityConstrained-turnover,is-investabilityConstrained-returns,is-investabilityConstrained-drawdown,is-investabilityConstrained-margin,is-investabilityConstrained-fitness,is-investabilityConstrained-sharpe,is-riskNeutralized-pnl,is-riskNeutralized-bookSize,is-riskNeutralized-longCount,is-riskNeutralized-shortCount,is-riskNeutralized-turnover,is-riskNeutralized-returns,is-riskNeutralized-drawdown,is-riskNeutralized-margin,is-riskNeutralized-fitness,is-riskNeutralized-sharpe,is-checks-0-name,is-checks-0-result,is-checks-0-limit,is-checks-0-value,is-checks-1-name,is-checks-1-result,is-checks-1-limit,is-checks-1-value,is-checks-2-name,is-checks-2-result,is-checks-2-limit,is-checks-2-value,is-checks-3-name,is-checks-3-result,is-checks-3-limit,is-checks-3-value,is-checks-4-name,is-checks-4-result,is-checks-4-date,is-checks-4-limit,is-checks-4-value,is-checks-5-name,is-checks-5-result,is-checks-5-limit,is-checks-5-value,is-checks-6-name,is-checks-6-result,is-checks-7-name,is-checks-7-result,is-checks-8-name,is-checks-8-result,is-checks-9-name,is-checks-9-result,is-checks-10-name,is-checks-10-result,is-checks-10-value,is-checks-10-limit,is-checks-11-name,is-checks-11-result,is-checks-11-competitions-0-id,is-checks-11-competitions-0-name,is-checks-12-result,is-checks-12-name,is-checks-12-effective,is-checks-12-multiplier,is-checks-12-pyramids-0-name,is-checks-12-pyramids-0-multiplier,is-checks-13-result,is-checks-13-name,is-checks-13-themes-0-id,is-checks-13-themes-0-multiplier,is-checks-13-themes-0-name,is-checks-13-themes-1-id,is-checks-13-themes-1-multiplier,is-checks-13-themes-1-name,os,train,test,prod,competitions,themes,pyramids,pyramidThemes,team,osmosisPoints,is-checks-6-message,is-checks-11-value,is-checks-11-limit,is-checks-12-competitions-0-id,is-checks-12-competitions-0-name,is-checks-13-effective,is-checks-13-multiplier,is-checks-13-pyramids-0-name,is-checks-13-pyramids-0-multiplier,is-checks-14-result,is-checks-14-name,is-checks-14-themes-0-id,is-checks-14-themes-0-multiplier,is-checks-14-themes-0-name,is-checks-14-themes-1-id,is-checks-14-themes-1-multiplier,is-checks-14-themes-1-name
pwQKvvbX,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(subtract(ts_zscore(ts_delta(snt_social_value, 1), 5), ts_zscore(ts_delta(snt_social_volume, 1), 5)))",,6,2026-01-21T22:31:29-05:00,,2026-01-21T22:31:30-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-701565,20000000,1367,1367,1.2264,-0.007,0.1406,-1.1e-05,-0.34,-0.03,2014-01-01,-374088.0,20000000.0,1364.0,1380.0,0.9576,-0.0037,0.0975,-8e-06,-0.01,-0.16,-73494.0,20000000.0,1367.0,1367.0,1.2264,-0.0007,0.0722,-1e-06,-0.0,-0.04,LOW_SHARPE,FAIL,1.58,-0.34,LOW_FITNESS,FAIL,1.0,-0.03,LOW_TURNOVER,PASS,0.01,1.2264,HIGH_TURNOVER,FAIL,0.7,1.2264,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.15,-0.11,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.77,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
2rPNjj6J,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_zscore(ts_mean(snt_social_value, 20), 20), ts_zscore(ts_mean(snt_social_volume, 5), 5))",,5,2026-01-21T22:31:27-05:00,,2026-01-21T22:31:27-05:00,,False,False,,,ace_tag,llm_test,confidence_0.62,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-398617,20000000,1401,1350,0.3062,-0.004,0.0986,-2.6e-05,-0.16,-0.02,2014-01-01,-87723.0,20000000.0,1388.0,1370.0,0.2673,-0.0009,0.0846,-7e-06,-0.0,-0.03,-87204.0,20000000.0,1401.0,1350.0,0.3062,-0.0009,0.062,-6e-06,-0.0,-0.05,LOW_SHARPE,FAIL,1.58,-0.16,LOW_FITNESS,FAIL,1.0,-0.02,LOW_TURNOVER,PASS,0.01,0.3062,HIGH_TURNOVER,PASS,0.7,0.3062,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.07,-0.12,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.26,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
VkK3dN8b,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(subtract(ts_zscore(ts_delta(snt_social_value, 1), 10), ts_std_dev(snt_social_value, 20)))",,5,2026-01-21T22:32:07-05:00,,2026-01-21T22:32:07-05:00,,False,False,,,ace_tag,llm_test,confidence_0.61,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-695249,20000000,1371,1383,0.1658,-0.007,0.1147,-8.4e-05,-0.25,-0.05,2014-01-01,-352770.0,20000000.0,1421.0,1340.0,0.1422,-0.0035,0.1084,-5e-05,-0.02,-0.12,-626434.0,20000000.0,1371.0,1383.0,0.1658,-0.0063,0.0801,-7.6e-05,-0.07,-0.34,LOW_SHARPE,FAIL,1.58,-0.25,LOW_FITNESS,FAIL,1.0,-0.05,LOW_TURNOVER,PASS,0.01,0.1658,HIGH_TURNOVER,PASS,0.7,0.1658,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.11,-0.6,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-1.03,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
6XgeAANP,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_zscore(snt_social_value, 10), ts_zscore(snt_social_volume, 10))",,3,2026-01-21T22:31:28-05:00,,2026-01-21T22:31:28-05:00,,False,False,,,ace_tag,llm_test,confidence_0.59,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,228886,20000000,1384,1368,0.5509,0.0023,0.0771,8e-06,0.08,0.01,2014-01-01,-153438.0,20000000.0,1415.0,1343.0,0.4549,-0.0015,0.1018,-7e-06,-0.0,-0.06,876622.0,20000000.0,1384.0,1368.0,0.5509,0.0088,0.0434,3.2e-05,0.06,0.46,LOW_SHARPE,FAIL,1.58,0.08,LOW_FITNESS,FAIL,1.0,0.01,LOW_TURNOVER,PASS,0.01,0.5509,HIGH_TURNOVER,PASS,0.7,0.5509,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.03,-0.3,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.26,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5oeVQm9,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_corr(ts_returns(snt_social_value, 10), ts_returns(snt_social_volume, 10), 10)",,3,2026-01-21T22:32:14-05:00,,2026-01-21T22:32:15-05:00,,False,False,,,ace_tag,llm_test,confidence_0.64,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-2323695,20000000,1514,1600,0.38,-0.0233,0.2512,-0.000123,-0.82,-0.2,2014-01-01,-2576689.0,20000000.0,1451.0,1675.0,0.2653,-0.0258,0.2741,-0.000195,-0.25,-0.81,-270472.0,20000000.0,1514.0,1600.0,0.38,-0.0027,0.0523,-1.4e-05,-0.01,-0.16,LOW_SHARPE,FAIL,1.58,-0.82,LOW_FITNESS,FAIL,1.0,-0.2,LOW_TURNOVER,PASS,0.01,0.38,HIGH_TURNOVER,PASS,0.7,0.38,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.36,-0.72,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.99,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
9qg7Elwd,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_ir(ts_returns(snt_social_value, 20), 20), ts_ir(ts_returns(snt_social_volume, 20), 20))",,5,2026-01-21T22:32:07-05:00,,2026-01-21T22:32:08-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,1011718,20000000,1375,1355,0.3239,0.0101,0.1,6.3e-05,0.26,0.05,2014-01-01,289122.0,20000000.0,1328.0,1408.0,0.2195,0.0029,0.119,2.6e-05,0.01,0.11,420006.0,20000000.0,1375.0,1355.0,0.3239,0.0042,0.0815,2.6e-05,0.01,0.12,LOW_SHARPE,FAIL,1.58,0.26,LOW_FITNESS,FAIL,1.0,0.05,LOW_TURNOVER,PASS,0.01,0.3239,HIGH_TURNOVER,PASS,0.7,0.3239,CONCENTRATED_WEIGHT,FAIL,2014-12-22,0.1,0.499571,LOW_SUB_UNIVERSE_SHARPE,PASS,0.11,0.19,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.44,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLOd533e,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"quantile(subtract(zscore(snt_social_value), zscore(snt_social_volume)))",,4,2026-01-21T22:34:29-05:00,,2026-01-21T22:34:29-05:00,,False,False,,,ace_tag,llm_test,confidence_0.65,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-522596,20000000,1567,1556,0.3294,-0.0052,0.157,-3.2e-05,-0.16,-0.02,2014-01-01,-1270177.0,20000000.0,1540.0,1589.0,0.2747,-0.0127,0.2088,-9.3e-05,-0.08,-0.37,1072706.0,20000000.0,1567.0,1556.0,0.3294,0.0107,0.0537,6.5e-05,0.1,0.58,LOW_SHARPE,FAIL,1.58,-0.16,LOW_FITNESS,FAIL,1.0,-0.02,LOW_TURNOVER,PASS,0.01,0.3294,HIGH_TURNOVER,PASS,0.7,0.3294,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.07,-0.26,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.9,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
78gnore1,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"reverse(ts_av_diff(snt_social_value, 30))",,2,2026-01-21T22:35:17-05:00,,2026-01-21T22:35:17-05:00,,False,False,,,ace_tag,llm_test,confidence_0.58,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,89906,20000000,1582,1541,0.3589,0.0009,0.0795,5e-06,0.03,0.0,2014-01-01,320320.0,20000000.0,1561.0,1568.0,0.3153,0.0032,0.0644,2e-05,0.01,0.11,169807.0,20000000.0,1582.0,1541.0,0.3589,0.0017,0.0578,9e-06,0.01,0.09,LOW_SHARPE,FAIL,1.58,0.03,LOW_FITNESS,FAIL,1.0,0.0,LOW_TURNOVER,PASS,0.01,0.3589,HIGH_TURNOVER,PASS,0.7,0.3589,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,0.01,0.18,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.31,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPxEm2Ax,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"ts_corr(ts_delay(ts_returns(snt_social_value, 5), 1), ts_returns(snt_social_volume, 5), 10)",,4,2026-01-21T22:34:53-05:00,,2026-01-21T22:34:54-05:00,,False,False,,,ace_tag,llm_test,confidence_0.57,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-1929189,20000000,1482,1626,0.3708,-0.0193,0.2077,-0.000104,-0.67,-0.15,2014-01-01,-2324701.0,20000000.0,1433.0,1692.0,0.2608,-0.0233,0.2495,-0.000179,-0.21,-0.71,-368395.0,20000000.0,1482.0,1626.0,0.3708,-0.0037,0.0666,-2e-05,-0.02,-0.21,LOW_SHARPE,FAIL,1.58,-0.67,LOW_FITNESS,FAIL,1.0,-0.15,LOW_TURNOVER,PASS,0.01,0.3708,HIGH_TURNOVER,PASS,0.7,0.3708,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.29,-0.37,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.95,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
VkK3dzJG,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_zscore(ts_returns(snt_social_value, 10), 10), ts_zscore(ts_returns(snt_social_volume, 10), 5))",,5,2026-01-21T22:33:34-05:00,,2026-01-21T22:33:35-05:00,,False,False,,,ace_tag,llm_test,confidence_0.62,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,29588,20000000,1412,1298,0.9155,0.0003,0.0616,1e-06,0.01,0.0,2014-01-01,-302492.0,20000000.0,1376.0,1348.0,0.6559,-0.003,0.0957,-9e-06,-0.01,-0.15,-112349.0,20000000.0,1412.0,1298.0,0.9155,-0.0011,0.0453,-2e-06,-0.0,-0.06,LOW_SHARPE,FAIL,1.58,0.01,LOW_FITNESS,FAIL,1.0,0.0,LOW_TURNOVER,PASS,0.01,0.9155,HIGH_TURNOVER,FAIL,0.7,0.9155,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.0,-0.3,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.51,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
RR01AzLa,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(ts_delta(snt_social_value, 5), ts_std_dev(snt_social_value, 20))",,3,2026-01-21T22:33:35-05:00,,2026-01-21T22:33:35-05:00,,False,False,,,ace_tag,llm_test,confidence_0.6,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-394358,20000000,1368,1385,0.5306,-0.004,0.1038,-1.5e-05,-0.16,-0.01,2014-01-01,-832439.0,20000000.0,1399.0,1358.0,0.4536,-0.0083,0.1247,-3.7e-05,-0.04,-0.33,43703.0,20000000.0,1368.0,1385.0,0.5306,0.0004,0.069,2e-06,0.0,0.02,LOW_SHARPE,FAIL,1.58,-0.16,LOW_FITNESS,FAIL,1.0,-0.01,LOW_TURNOVER,PASS,0.01,0.5306,HIGH_TURNOVER,PASS,0.7,0.5306,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.07,-0.54,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,0.56,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5eRKzYg,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"if_else(greater(ts_mean(snt_social_value, 60), ts_mean(snt_social_value, 120)), quantile(ts_returns(snt_social_value, 5)), 0)",,6,2026-01-21T22:33:45-05:00,,2026-01-21T22:33:45-05:00,,False,False,,,ace_tag,llm_test,confidence_0.66,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-22071,20000000,1502,1600,0.8311,-0.0002,0.0911,-1e-06,-0.01,-0.0,2014-01-01,-1110729.0,20000000.0,1809.0,1311.0,0.5393,-0.0111,0.2256,-4.1e-05,-0.05,-0.36,-295037.0,20000000.0,1502.0,1600.0,0.8311,-0.003,0.093,-7e-06,-0.01,-0.13,LOW_SHARPE,FAIL,1.58,-0.01,LOW_FITNESS,FAIL,1.0,-0.0,LOW_TURNOVER,PASS,0.01,0.8311,HIGH_TURNOVER,FAIL,0.7,0.8311,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,FAIL,-0.0,-0.19,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.71,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
qMe6EVLZ,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"subtract(ts_delta(ts_delta(snt_social_value, 1), 1), ts_delta(ts_delta(snt_social_volume, 1), 1))",,5,2026-01-21T22:34:26-05:00,,2026-01-21T22:34:27-05:00,,False,False,,,ace_tag,llm_test,confidence_0.59,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,-153452,20000000,1560,1562,1.6535,-0.0015,0.0665,-2e-06,-0.07,-0.0,2014-01-01,-312230.0,20000000.0,1564.0,1564.0,1.3562,-0.0031,0.1158,-5e-06,-0.01,-0.14,-200843.0,20000000.0,1560.0,1562.0,1.6535,-0.002,0.0622,-2e-06,-0.0,-0.11,LOW_SHARPE,FAIL,1.58,-0.07,LOW_FITNESS,FAIL,1.0,-0.0,LOW_TURNOVER,PASS,0.01,1.6535,HIGH_TURNOVER,FAIL,0.7,1.6535,CONCENTRATED_WEIGHT,PASS,,,,LOW_SUB_UNIVERSE_SHARPE,PASS,-0.03,0.03,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,-0.28,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
vRavOQ8Q,REGULAR,PS40111,EQUITY,USA,TOP3000,1,0,INDUSTRY,0.08,ON,VERIFY,OFF,OFF,FASTEXPR,False,2014-01-01,2023-12-31,"divide(ts_returns(snt_social_value, 10), ts_std_dev(ts_returns(snt_social_volume, 10), 10))",,4,2026-01-21T22:36:35-05:00,,2026-01-21T22:36:35-05:00,,False,False,,,ace_tag,llm_test,confidence_0.63,DATA_USAGE:SINGLE_DATA_SET,Single Data Set Alpha,,IS,UNSUBMITTED,4828610,20000000,1559,1157,1.4856,0.0484,0.2871,6.5e-05,0.54,0.1,2014-01-01,417306.0,20000000.0,1485.0,1245.0,0.9147,0.0042,0.1439,9e-06,0.01,0.1,5483732.0,20000000.0,1559.0,1157.0,1.4856,0.0549,0.2732,7.4e-05,0.12,0.65,LOW_SHARPE,FAIL,1.58,0.54,LOW_FITNESS,FAIL,1.0,0.1,LOW_TURNOVER,PASS,0.01,1.4856,HIGH_TURNOVER,FAIL,0.7,1.4856,CONCENTRATED_WEIGHT,FAIL,2020-01-17,0.1,0.499929,LOW_SUB_UNIVERSE_SHARPE,FAIL,0.23,0.2,SELF_CORRELATION,PENDING,DATA_DIVERSITY,PENDING,PROD_CORRELATION,PENDING,REGULAR_SUBMISSION,PENDING,LOW_2Y_SHARPE,FAIL,1.07,1.58,MATCHES_COMPETITION,PENDING,AIACv2,AI Alphas Competition 2.0,PASS,MATCHES_PYRAMID,1.0,1.1,USA/D1/SOCIALMEDIA,1.1,WARNING,MATCHES_THEMES,AyE5YRy,2.0,Country Specific Theme,AyomAkD,1.0,Power Pool GLB Dataset Utilization Theme,,,,,,,,,,,,,,,,,,,,,,,,,,,
